User-ID,Location,Age
77,"houston, texas, usa",NULL
78,"houston, texas, usa",18
79,"houston, texas, usa",20
80,"houston, texas, usa",NULL
81,"houston, texas, usa",NULL
82,"houston, texas, usa",NULL
83,"houston, texas, usa",NULL
84,"houston, texas, usa",NULL
85,"houston, texas, usa",41
86,"houston, texas, usa",NULL
87,"houston, texas, usa",NULL
88,"houston, texas, usa",NULL
89,"houston, texas, usa",54
90,"houston, texas, usa",42
91,"houston, texas, usa",NULL
92,"houston, texas, usa",20
93,"houston, texas, usa",50
94,"houston, texas, usa",39
95,"houston, texas, usa",NULL
96,"houston, texas, usa",NULL
97,"houston, texas, usa",NULL
98,"houston, texas, usa",19
99,"houston, texas, usa",42
100,"houston, texas, usa",44
101,"houston, texas, usa",26
102,"houston, texas, usa",NULL
103,"houston, texas, usa",53
104,"houston, texas, usa",47
105,"houston, texas, usa",36
106,"houston, texas, usa",NULL
107,"houston, texas, usa",NULL
108,"houston, texas, usa",NULL
109,"houston, texas, usa",20
110,"houston, texas, usa",NULL
111,"houston, texas, usa",25
112,"houston, texas, usa",32
113,"houston, texas, usa",NULL
114,"houston, texas, usa",57
115,"houston, texas, usa",NULL
116,"houston, texas, usa",NULL
117,"houston, texas, usa",57
118,"houston, texas, usa",28
119,"houston, texas, usa",35
120,"houston, texas, usa",13
121,"houston, texas, usa",NULL
122,"houston, texas, usa",NULL
123,"houston, texas, usa",24
124,"houston, texas, usa",58
125,"houston, texas, usa",49
126,"houston, texas, usa",24
127,"houston, texas, usa",28
128,"houston, texas, usa",NULL
129,"houston, texas, usa",47
130,"houston, texas, usa",NULL
131,"houston, texas, usa",NULL
132,"houston, texas, usa",38
133,"houston, texas, usa",45
134,"houston, texas, usa",NULL
135,"houston, texas, usa",NULL
136,"houston, texas, usa",NULL
137,"houston, texas, usa",NULL
138,"houston, texas, usa",28
139,"houston, texas, usa",35
140,"houston, texas, usa",24
141,"houston, texas, usa",NULL
142,"houston, texas, usa",NULL
143,"houston, texas, usa",26
144,"houston, texas, usa",62
145,"houston, texas, usa",NULL
146,"houston, texas, usa",NULL
147,"houston, texas, usa",NULL
148,"houston, texas, usa",63
149,"houston, texas, usa",NULL
150,"houston, texas, usa",25
151,"houston, texas, usa",NULL
152,"houston, texas, usa",26
153,"houston, texas, usa",24
154,"houston, texas, usa",NULL
155,"houston, texas, usa",NULL
156,"houston, texas, usa",20
157,"houston, texas, usa",36
158,"houston, texas, usa",38
159,"houston, texas, usa",NULL
160,"houston, texas, usa",20
161,"houston, texas, usa",27
162,"houston, texas, usa",NULL
163,"houston, texas, usa",NULL
164,"houston, texas, usa",33
165,"houston, texas, usa",62
166,"houston, texas, usa",20
167,"houston, texas, usa",NULL
168,"houston, texas, usa",44
169,"houston, texas, usa",NULL
170,"houston, texas, usa",NULL
171,"houston, texas, usa",29
172,"houston, texas, usa",66
173,"houston, texas, usa",NULL
174,"houston, texas, usa",31
175,"houston, texas, usa",NULL
176,"houston, texas, usa",34
177,"houston, texas, usa",46
178,"houston, texas, usa",28
179,"houston, texas, usa",NULL
180,"houston, texas, usa",NULL
181,"houston, texas, usa",NULL
182,"houston, texas, usa",36
183,"houston, texas, usa",27
184,"houston, texas, usa",NULL
185,"houston, texas, usa",17
186,"houston, texas, usa",NULL
187,"houston, texas, usa",29
188,"houston, texas, usa",17
189,"houston, texas, usa",31
190,"houston, texas, usa",33
191,"houston, texas, usa",40
192,"houston, texas, usa",NULL
193,"houston, texas, usa",23
194,"houston, texas, usa",NULL
195,"houston, texas, usa",23
196,"houston, texas, usa",33
197,"houston, texas, usa",NULL
198,"houston, texas, usa",21
199,"houston, texas, usa",38
200,"houston, texas, usa",27
201,"houston, texas, usa",NULL
202,"houston, texas, usa",28
203,"houston, texas, usa",NULL
204,"houston, texas, usa",15
205,"houston, texas, usa",23
206,"houston, texas, usa",60
207,"houston, texas, usa",NULL
208,"houston, texas, usa",NULL
209,"houston, texas, usa",21
210,"houston, texas, usa",54
211,"houston, texas, usa",21
212,"houston, texas, usa",21
213,"houston, texas, usa",NULL
214,"houston, texas, usa",27
215,"houston, texas, usa",20
216,"houston, texas, usa",42
217,"houston, texas, usa",NULL
218,"houston, texas, usa",41
219,"houston, texas, usa",NULL
220,"houston, texas, usa",0
221,"houston, texas, usa",79
222,"houston, texas, usa",NULL
223,"houston, texas, usa",NULL
224,"houston, texas, usa",NULL
225,"houston, texas, usa",NULL
226,"houston, texas, usa",NULL
227,"houston, texas, usa",NULL
228,"houston, texas, usa",41
229,"houston, texas, usa",22
230,"houston, texas, usa",NULL
231,"houston, texas, usa",NULL
232,"houston, texas, usa",16
233,"houston, texas, usa",NULL
234,"houston, texas, usa",25
235,"houston, texas, usa",22
236,"houston, texas, usa",NULL
237,"houston, texas, usa",27
238,"houston, texas, usa",23
239,"houston, texas, usa",NULL
240,"houston, texas, usa",20
241,"houston, texas, usa",NULL
242,"houston, texas, usa",37
243,"houston, texas, usa",NULL
244,"houston, texas, usa",NULL
245,"houston, texas, usa",31
246,"houston, texas, usa",16
247,"houston, texas, usa",23
248,"houston, texas, usa",15
249,"houston, texas, usa",29
250,"houston, texas, usa",25
251,"houston, texas, usa",54
252,"houston, texas, usa",65
253,"houston, texas, usa",28
254,"houston, texas, usa",24
255,"houston, texas, usa",32
256,"houston, texas, usa",NULL
257,"houston, texas, usa",NULL
258,"houston, texas, usa",NULL
259,"houston, texas, usa",45
260,"houston, texas, usa",51
261,"houston, texas, usa",45
262,"houston, texas, usa",28
263,"houston, texas, usa",NULL
264,"houston, texas, usa",23
265,"houston, texas, usa",24
266,"houston, texas, usa",NULL
267,"houston, texas, usa",29
268,"houston, texas, usa",NULL
269,"houston, texas, usa",NULL
270,"houston, texas, usa",NULL
271,"houston, texas, usa",22
272,"houston, texas, usa",20
273,"houston, texas, usa",NULL
274,"houston, texas, usa",26
275,"houston, texas, usa",NULL
276,"houston, texas, usa",NULL
277,"houston, texas, usa",15
278,"houston, texas, usa",21
279,"houston, texas, usa",NULL
280,"houston, texas, usa",NULL
281,"houston, texas, usa",31
282,"houston, texas, usa",NULL
283,"houston, texas, usa",NULL
284,"houston, texas, usa",35
285,"houston, texas, usa",NULL
286,"houston, texas, usa",17
287,"houston, texas, usa",NULL
288,"houston, texas, usa",19
289,"houston, texas, usa",15
290,"houston, texas, usa",NULL
291,"houston, texas, usa",NULL
292,"houston, texas, usa",22
293,"houston, texas, usa",25
294,"houston, texas, usa",NULL
295,"houston, texas, usa",28
296,"houston, texas, usa",21
297,"houston, texas, usa",27
298,"houston, texas, usa",NULL
299,"houston, texas, usa",42
300,"houston, texas, usa",NULL
301,"houston, texas, usa",32
302,"houston, texas, usa",53
303,"houston, texas, usa",NULL
304,"houston, texas, usa",24
305,"houston, texas, usa",NULL
306,"houston, texas, usa",NULL
307,"houston, texas, usa",27
308,"houston, texas, usa",53
309,"houston, texas, usa",30
310,"houston, texas, usa",26
311,"houston, texas, usa",34
312,"houston, texas, usa",NULL
313,"houston, texas, usa",NULL
314,"houston, texas, usa",28
315,"houston, texas, usa",NULL
316,"houston, texas, usa",23
317,"houston, texas, usa",41
318,"houston, texas, usa",NULL
319,"houston, texas, usa",32
320,"houston, texas, usa",37
321,"houston, texas, usa",24
322,"houston, texas, usa",NULL
323,"houston, texas, usa",23
324,"houston, texas, usa",NULL
325,"houston, texas, usa",NULL
326,"houston, texas, usa",NULL
327,"houston, texas, usa",NULL
328,"houston, texas, usa",33
329,"houston, texas, usa",21
330,"houston, texas, usa",NULL
331,"houston, texas, usa",60
332,"houston, texas, usa",59
333,"houston, texas, usa",23
334,"houston, texas, usa",27
335,"houston, texas, usa",27
336,"houston, texas, usa",27
337,"houston, texas, usa",17
338,"houston, texas, usa",NULL
339,"houston, texas, usa",20
340,"houston, texas, usa",15
341,"houston, texas, usa",50
342,"houston, texas, usa",28
343,"houston, texas, usa",NULL
344,"houston, texas, usa",25
345,"houston, texas, usa",27
346,"houston, texas, usa",29
347,"houston, texas, usa",34
348,"houston, texas, usa",NULL
349,"houston, texas, usa",NULL
350,"houston, texas, usa",NULL
351,"houston, texas, usa",NULL
352,"houston, texas, usa",28
353,"houston, texas, usa",41
354,"houston, texas, usa",NULL
355,"houston, texas, usa",NULL
356,"houston, texas, usa",NULL
357,"houston, texas, usa",29
358,"houston, texas, usa",NULL
359,"houston, texas, usa",NULL
360,"houston, texas, usa",33
361,"houston, texas, usa",25
362,"houston, texas, usa",63
363,"houston, texas, usa",NULL
364,"houston, texas, usa",NULL
365,"houston, texas, usa",NULL
366,"houston, texas, usa",NULL
367,"houston, texas, usa",45
368,"houston, texas, usa",35
369,"houston, texas, usa",NULL
370,"houston, texas, usa",NULL
371,"houston, texas, usa",NULL
372,"houston, texas, usa",22
373,"houston, texas, usa",NULL
374,"houston, texas, usa",45
375,"houston, texas, usa",28
376,"houston, texas, usa",35
377,"houston, texas, usa",NULL
378,"houston, texas, usa",57
379,"houston, texas, usa",47
380,"houston, texas, usa",NULL
381,"houston, texas, usa",NULL
382,"houston, texas, usa",NULL
383,"houston, texas, usa",NULL
384,"houston, texas, usa",23
385,"houston, texas, usa",NULL
386,"houston, texas, usa",20
387,"houston, texas, usa",17
388,"houston, texas, usa",35
389,"houston, texas, usa",22
390,"houston, texas, usa",48
391,"houston, texas, usa",NULL
392,"houston, texas, usa",44
393,"houston, texas, usa",24
394,"houston, texas, usa",25
395,"houston, texas, usa",24
396,"houston, texas, usa",NULL
397,"houston, texas, usa",50
398,"houston, texas, usa",NULL
399,"houston, texas, usa",41
400,"houston, texas, usa",NULL
401,"houston, texas, usa",28
402,"houston, texas, usa",19
403,"houston, texas, usa",NULL
404,"houston, texas, usa",37
405,"houston, texas, usa",NULL
406,"houston, texas, usa",37
407,"houston, texas, usa",NULL
408,"houston, texas, usa",17
409,"houston, texas, usa",50
410,"houston, texas, usa",40
411,"houston, texas, usa",27
412,"houston, texas, usa",NULL
413,"houston, texas, usa",17
414,"houston, texas, usa",34
415,"houston, texas, usa",NULL
416,"houston, texas, usa",31
417,"houston, texas, usa",NULL
418,"houston, texas, usa",NULL
419,"houston, texas, usa",14
420,"houston, texas, usa",14
421,"houston, texas, usa",47
422,"houston, texas, usa",23
423,"houston, texas, usa",NULL
424,"houston, texas, usa",29
425,"houston, texas, usa",32
426,"houston, texas, usa",NULL
427,"houston, texas, usa",NULL
428,"houston, texas, usa",NULL
429,"houston, texas, usa",25
430,"houston, texas, usa",NULL
431,"houston, texas, usa",40
432,"houston, texas, usa",NULL
433,"houston, texas, usa",48
434,"houston, texas, usa",NULL
435,"houston, texas, usa",NULL
436,"houston, texas, usa",53
437,"houston, texas, usa",NULL
438,"houston, texas, usa",34
439,"houston, texas, usa",NULL
440,"houston, texas, usa",16
441,"houston, texas, usa",NULL
442,"houston, texas, usa",24
443,"houston, texas, usa",47
444,"houston, texas, usa",40
445,"houston, texas, usa",NULL
446,"houston, texas, usa",NULL
447,"houston, texas, usa",NULL
448,"houston, texas, usa",22
449,"houston, texas, usa",NULL
450,"houston, texas, usa",31
451,"houston, texas, usa",33
452,"houston, texas, usa",NULL
453,"houston, texas, usa",NULL
454,"houston, texas, usa",50
455,"houston, texas, usa",54
456,"houston, texas, usa",31
457,"houston, texas, usa",62
458,"houston, texas, usa",17
459,"houston, texas, usa",37
460,"houston, texas, usa",NULL
461,"houston, texas, usa",15
462,"houston, texas, usa",18
463,"houston, texas, usa",20
464,"houston, texas, usa",24
465,"houston, texas, usa",NULL
466,"houston, texas, usa",NULL
467,"houston, texas, usa",NULL
468,"houston, texas, usa",NULL
469,"houston, texas, usa",18
470,"houston, texas, usa",0
471,"houston, texas, usa",31
472,"houston, texas, usa",NULL
473,"houston, texas, usa",25
474,"houston, texas, usa",NULL
475,"houston, texas, usa",34
476,"houston, texas, usa",NULL
477,"houston, texas, usa",45
478,"houston, texas, usa",13
479,"houston, texas, usa",NULL
480,"houston, texas, usa",62
481,"houston, texas, usa",NULL
482,"houston, texas, usa",46
483,"houston, texas, usa",72
484,"houston, texas, usa",17
485,"houston, texas, usa",51
486,"houston, texas, usa",31
487,"houston, texas, usa",NULL
488,"houston, texas, usa",25
489,"houston, texas, usa",NULL
490,"houston, texas, usa",NULL
491,"houston, texas, usa",26
492,"houston, texas, usa",60
493,"houston, texas, usa",29
494,"houston, texas, usa",NULL
495,"houston, texas, usa",NULL
496,"houston, texas, usa",51
497,"houston, texas, usa",51
498,"houston, texas, usa",29
499,"houston, texas, usa",62
500,"houston, texas, usa",17
501,"houston, texas, usa",NULL
502,"houston, texas, usa",47
503,"houston, texas, usa",40
504,"houston, texas, usa",29
505,"houston, texas, usa",51
506,"houston, texas, usa",NULL
507,"houston, texas, usa",NULL
508,"houston, texas, usa",29
509,"houston, texas, usa",NULL
510,"houston, texas, usa",NULL
511,"houston, texas, usa",NULL
512,"houston, texas, usa",58
513,"houston, texas, usa",NULL
514,"houston, texas, usa",30
515,"houston, texas, usa",24
516,"houston, texas, usa",NULL
517,"houston, texas, usa",22
518,"houston, texas, usa",NULL
519,"houston, texas, usa",23
520,"houston, texas, usa",NULL
521,"houston, texas, usa",NULL
522,"houston, texas, usa",NULL
523,"houston, texas, usa",19
524,"houston, texas, usa",37
525,"houston, texas, usa",29
526,"houston, texas, usa",35
527,"houston, texas, usa",22
528,"houston, texas, usa",16
529,"houston, texas, usa",28
530,"houston, texas, usa",47
531,"houston, texas, usa",56
532,"houston, texas, usa",53
533,"houston, texas, usa",31
534,"houston, texas, usa",59
535,"houston, texas, usa",NULL
536,"houston, texas, usa",20
537,"houston, texas, usa",NULL
538,"houston, texas, usa",26
539,"houston, texas, usa",NULL
540,"houston, texas, usa",67
541,"houston, texas, usa",45
542,"houston, texas, usa",NULL
543,"houston, texas, usa",27
544,"houston, texas, usa",NULL
545,"houston, texas, usa",NULL
546,"houston, texas, usa",51
547,"houston, texas, usa",NULL
548,"houston, texas, usa",NULL
549,"houston, texas, usa",NULL
550,"houston, texas, usa",NULL
551,"houston, texas, usa",19
552,"houston, texas, usa",NULL
553,"houston, texas, usa",16
554,"houston, texas, usa",NULL
555,"houston, texas, usa",36
556,"houston, texas, usa",31
557,"houston, texas, usa",49
558,"houston, texas, usa",NULL
559,"houston, texas, usa",NULL
560,"houston, texas, usa",NULL
561,"houston, texas, usa",35
562,"houston, texas, usa",0
563,"houston, texas, usa",NULL
564,"houston, texas, usa",15
565,"houston, texas, usa",48
566,"houston, texas, usa",NULL
567,"houston, texas, usa",NULL
568,"houston, texas, usa",NULL
569,"houston, texas, usa",28
570,"houston, texas, usa",NULL
571,"houston, texas, usa",23
572,"houston, texas, usa",23
573,"houston, texas, usa",31
574,"houston, texas, usa",33
575,"houston, texas, usa",23
576,"houston, texas, usa",35
577,"houston, texas, usa",NULL
578,"houston, texas, usa",NULL
579,"houston, texas, usa",29
580,"houston, texas, usa",22
581,"houston, texas, usa",45
582,"houston, texas, usa",56
583,"houston, texas, usa",19
584,"houston, texas, usa",23
585,"houston, texas, usa",NULL
586,"houston, texas, usa",26
587,"houston, texas, usa",NULL
588,"houston, texas, usa",60
589,"houston, texas, usa",NULL
590,"houston, texas, usa",NULL
591,"houston, texas, usa",42
592,"houston, texas, usa",NULL
593,"houston, texas, usa",28
594,"houston, texas, usa",NULL
595,"houston, texas, usa",17
596,"houston, texas, usa",49
597,"houston, texas, usa",43
598,"houston, texas, usa",34
599,"houston, texas, usa",36
600,"houston, texas, usa",20
601,"houston, texas, usa",NULL
602,"houston, texas, usa",23
603,"houston, texas, usa",NULL
604,"houston, texas, usa",42
605,"houston, texas, usa",NULL
606,"houston, texas, usa",NULL
607,"houston, texas, usa",31
608,"houston, texas, usa",30
609,"houston, texas, usa",34
610,"houston, texas, usa",19
611,"houston, texas, usa",24
612,"houston, texas, usa",20
613,"houston, texas, usa",1
614,"houston, texas, usa",28
615,"houston, texas, usa",29
616,"houston, texas, usa",34
617,"houston, texas, usa",54
618,"houston, texas, usa",NULL
619,"houston, texas, usa",NULL
620,"houston, texas, usa",45
621,"houston, texas, usa",48
622,"houston, texas, usa",23
623,"houston, texas, usa",NULL
624,"houston, texas, usa",NULL
625,"houston, texas, usa",41
626,"houston, texas, usa",41
627,"houston, texas, usa",NULL
628,"houston, texas, usa",NULL
629,"houston, texas, usa",44
630,"houston, texas, usa",33
631,"houston, texas, usa",NULL
632,"houston, texas, usa",15
633,"houston, texas, usa",NULL
634,"houston, texas, usa",50
635,"houston, texas, usa",24
636,"houston, texas, usa",NULL
637,"houston, texas, usa",20
638,"houston, texas, usa",20
639,"houston, texas, usa",NULL
640,"houston, texas, usa",NULL
641,"houston, texas, usa",NULL
642,"houston, texas, usa",37
643,"houston, texas, usa",23
644,"houston, texas, usa",NULL
645,"houston, texas, usa",NULL
646,"houston, texas, usa",21
647,"houston, texas, usa",35
648,"houston, texas, usa",NULL
649,"houston, texas, usa",NULL
650,"houston, texas, usa",NULL
651,"houston, texas, usa",26
652,"houston, texas, usa",NULL
653,"houston, texas, usa",NULL
654,"houston, texas, usa",30
655,"houston, texas, usa",58
656,"houston, texas, usa",NULL
657,"houston, texas, usa",NULL
658,"houston, texas, usa",61
659,"houston, texas, usa",NULL
660,"houston, texas, usa",NULL
661,"houston, texas, usa",22
662,"houston, texas, usa",21
663,"houston, texas, usa",49
664,"houston, texas, usa",26
665,"houston, texas, usa",NULL
666,"houston, texas, usa",NULL
667,"houston, texas, usa",NULL
668,"houston, texas, usa",27
669,"houston, texas, usa",24
670,"houston, texas, usa",NULL
671,"houston, texas, usa",1
672,"houston, texas, usa",NULL
673,"houston, texas, usa",23
674,"houston, texas, usa",NULL
675,"houston, texas, usa",NULL
676,"houston, texas, usa",31
677,"houston, texas, usa",27
678,"houston, texas, usa",NULL
679,"houston, texas, usa",65
680,"houston, texas, usa",28
681,"houston, texas, usa",20
682,"houston, texas, usa",44
683,"houston, texas, usa",28
684,"houston, texas, usa",44
685,"houston, texas, usa",21
686,"houston, texas, usa",NULL
687,"houston, texas, usa",35
688,"houston, texas, usa",14
689,"houston, texas, usa",22
690,"houston, texas, usa",80
691,"houston, texas, usa",25
692,"houston, texas, usa",44
693,"houston, texas, usa",58
694,"houston, texas, usa",NULL
695,"houston, texas, usa",NULL
696,"houston, texas, usa",13
697,"houston, texas, usa",NULL
698,"houston, texas, usa",NULL
699,"houston, texas, usa",NULL
700,"houston, texas, usa",16
701,"houston, texas, usa",31
702,"houston, texas, usa",53
703,"houston, texas, usa",52
704,"houston, texas, usa",NULL
705,"houston, texas, usa",NULL
706,"houston, texas, usa",NULL
707,"houston, texas, usa",NULL
708,"houston, texas, usa",NULL
709,"houston, texas, usa",14
710,"houston, texas, usa",42
711,"houston, texas, usa",27
712,"houston, texas, usa",29
713,"houston, texas, usa",49
714,"houston, texas, usa",NULL
715,"houston, texas, usa",NULL
716,"houston, texas, usa",34
717,"houston, texas, usa",NULL
718,"houston, texas, usa",30
719,"houston, texas, usa",52
720,"houston, texas, usa",16
721,"houston, texas, usa",NULL
722,"houston, texas, usa",66
723,"houston, texas, usa",NULL
724,"houston, texas, usa",NULL
725,"houston, texas, usa",24
726,"houston, texas, usa",31
727,"houston, texas, usa",40
728,"houston, texas, usa",NULL
729,"houston, texas, usa",NULL
730,"houston, texas, usa",69
731,"houston, texas, usa",NULL
732,"houston, texas, usa",NULL
733,"houston, texas, usa",53
734,"houston, texas, usa",NULL
735,"houston, texas, usa",29
736,"houston, texas, usa",34
737,"houston, texas, usa",NULL
738,"houston, texas, usa",NULL
739,"houston, texas, usa",55
740,"houston, texas, usa",NULL
741,"houston, texas, usa",16
742,"houston, texas, usa",NULL
743,"houston, texas, usa",NULL
744,"houston, texas, usa",48
745,"houston, texas, usa",25
746,"houston, texas, usa",36
747,"houston, texas, usa",NULL
748,"houston, texas, usa",14
749,"houston, texas, usa",NULL
750,"houston, texas, usa",36
751,"houston, texas, usa",41
752,"houston, texas, usa",NULL
753,"houston, texas, usa",NULL
754,"houston, texas, usa",33
755,"houston, texas, usa",24
756,"houston, texas, usa",NULL
757,"houston, texas, usa",29
758,"houston, texas, usa",NULL
759,"houston, texas, usa",NULL
760,"houston, texas, usa",NULL
761,"houston, texas, usa",30
762,"houston, texas, usa",23
763,"houston, texas, usa",NULL
764,"houston, texas, usa",28
765,"houston, texas, usa",NULL
766,"houston, texas, usa",52
767,"houston, texas, usa",43
768,"houston, texas, usa",NULL
769,"houston, texas, usa",NULL
770,"houston, texas, usa",NULL
771,"houston, texas, usa",38
772,"houston, texas, usa",27
773,"houston, texas, usa",52
774,"houston, texas, usa",16
775,"houston, texas, usa",28
776,"houston, texas, usa",23
777,"houston, texas, usa",13
778,"houston, texas, usa",NULL
779,"houston, texas, usa",NULL
780,"houston, texas, usa",NULL
781,"houston, texas, usa",20
782,"houston, texas, usa",57
783,"houston, texas, usa",NULL
784,"houston, texas, usa",39
785,"houston, texas, usa",NULL
786,"houston, texas, usa",48
787,"houston, texas, usa",NULL
788,"houston, texas, usa",NULL
789,"houston, texas, usa",15
790,"houston, texas, usa",NULL
791,"houston, texas, usa",NULL
792,"houston, texas, usa",44
793,"houston, texas, usa",NULL
794,"houston, texas, usa",47
795,"houston, texas, usa",NULL
796,"houston, texas, usa",NULL
797,"houston, texas, usa",NULL
798,"houston, texas, usa",NULL
799,"houston, texas, usa",NULL
800,"houston, texas, usa",NULL
801,"houston, texas, usa",51
802,"houston, texas, usa",33
803,"houston, texas, usa",41
804,"houston, texas, usa",38
805,"houston, texas, usa",34
806,"houston, texas, usa",NULL
807,"houston, texas, usa",32
808,"houston, texas, usa",NULL
809,"houston, texas, usa",36
810,"houston, texas, usa",NULL
811,"houston, texas, usa",34
812,"houston, texas, usa",17
813,"houston, texas, usa",42
814,"houston, texas, usa",NULL
815,"houston, texas, usa",43
816,"houston, texas, usa",32
817,"houston, texas, usa",41
818,"houston, texas, usa",NULL
819,"houston, texas, usa",NULL
820,"houston, texas, usa",38
821,"houston, texas, usa",33
822,"houston, texas, usa",25
823,"houston, texas, usa",36
824,"houston, texas, usa",15
825,"houston, texas, usa",38
826,"houston, texas, usa",65
827,"houston, texas, usa",NULL
828,"houston, texas, usa",35
829,"houston, texas, usa",23
830,"houston, texas, usa",57
831,"houston, texas, usa",21
832,"houston, texas, usa",NULL
833,"houston, texas, usa",NULL
834,"houston, texas, usa",17
835,"houston, texas, usa",35
836,"houston, texas, usa",NULL
837,"houston, texas, usa",26
838,"houston, texas, usa",71
839,"houston, texas, usa",40
840,"houston, texas, usa",21
841,"houston, texas, usa",24
842,"houston, texas, usa",42
843,"houston, texas, usa",25
844,"houston, texas, usa",NULL
845,"houston, texas, usa",25
846,"houston, texas, usa",55
847,"houston, texas, usa",23
848,"houston, texas, usa",NULL
849,"houston, texas, usa",NULL
850,"houston, texas, usa",22
851,"houston, texas, usa",NULL
852,"houston, texas, usa",27
853,"houston, texas, usa",24
854,"houston, texas, usa",22
855,"houston, texas, usa",54
856,"houston, texas, usa",29
857,"houston, texas, usa",25
858,"houston, texas, usa",46
859,"houston, texas, usa",NULL
860,"houston, texas, usa",26
861,"houston, texas, usa",NULL
862,"houston, texas, usa",56
863,"houston, texas, usa",73
864,"houston, texas, usa",NULL
865,"houston, texas, usa",NULL
866,"houston, texas, usa",23
867,"houston, texas, usa",27
868,"houston, texas, usa",27
869,"houston, texas, usa",30
870,"houston, texas, usa",19
871,"houston, texas, usa",19
872,"houston, texas, usa",22
873,"houston, texas, usa",NULL
874,"houston, texas, usa",NULL
875,"houston, texas, usa",32
876,"houston, texas, usa",33
877,"houston, texas, usa",NULL
878,"houston, texas, usa",NULL
879,"houston, texas, usa",NULL
880,"houston, texas, usa",NULL
881,"houston, texas, usa",24
882,"houston, texas, usa",23
883,"houston, texas, usa",43
884,"houston, texas, usa",NULL
885,"houston, texas, usa",NULL
886,"houston, texas, usa",NULL
887,"houston, texas, usa",30
888,"houston, texas, usa",NULL
889,"houston, texas, usa",46
890,"houston, texas, usa",NULL
891,"houston, texas, usa",NULL
892,"houston, texas, usa",NULL
893,"houston, texas, usa",19
894,"houston, texas, usa",22
895,"houston, texas, usa",40
896,"houston, texas, usa",27
897,"houston, texas, usa",14
898,"houston, texas, usa",NULL
899,"houston, texas, usa",23
900,"houston, texas, usa",25
901,"houston, texas, usa",21
902,"houston, texas, usa",18
903,"houston, texas, usa",19
904,"houston, texas, usa",NULL
905,"houston, texas, usa",NULL
906,"houston, texas, usa",NULL
907,"houston, texas, usa",31
908,"houston, texas, usa",NULL
909,"houston, texas, usa",19
910,"houston, texas, usa",25
911,"houston, texas, usa",40
912,"houston, texas, usa",33
913,"houston, texas, usa",44
914,"houston, texas, usa",51
915,"houston, texas, usa",50
916,"houston, texas, usa",38
917,"houston, texas, usa",NULL
918,"houston, texas, usa",52
919,"houston, texas, usa",65
920,"houston, texas, usa",28
921,"houston, texas, usa",NULL
922,"houston, texas, usa",20
923,"houston, texas, usa",21
924,"houston, texas, usa",29
925,"houston, texas, usa",NULL
926,"houston, texas, usa",29
927,"houston, texas, usa",16
928,"houston, texas, usa",60
929,"houston, texas, usa",36
930,"houston, texas, usa",30
931,"houston, texas, usa",43
932,"houston, texas, usa",1
933,"houston, texas, usa",29
934,"houston, texas, usa",NULL
935,"houston, texas, usa",21
936,"houston, texas, usa",24
937,"houston, texas, usa",31
938,"houston, texas, usa",55
939,"houston, texas, usa",21
940,"houston, texas, usa",NULL
941,"houston, texas, usa",NULL
942,"houston, texas, usa",29
943,"houston, texas, usa",24
